timestamp,symbol,currency,price,quantity,day
24600,AMETHYSTS,SEASHELLS,9996.0,2,-2
24600,AMETHYSTS,SEASHELLS,9996.0,2,-2
24700,STARFRUIT,SEASHELLS,5001.0,6,-2
25100,STARFRUIT,SEASHELLS,5001.0,1,-2
25100,AMETHYSTS,SEASHELLS,10002.0,1,-2
25400,STARFRUIT,SEASHELLS,4995.0,7,-2
25600,STARFRUIT,SEASHELLS,4999.0,2,-2
25600,AMETHYSTS,SEASHELLS,10004.0,2,-2
25700,AMETHYSTS,SEASHELLS,10002.0,3,-2
25700,AMETHYSTS,SEASHELLS,10002.0,8,-2
26300,STARFRUIT,SEASHELLS,4994.0,1,-2
26400,STARFRUIT,SEASHELLS,4994.0,1,-2
26400,AMETHYSTS,SEASHELLS,10005.0,9,-2
26700,STARFRUIT,SEASHELLS,4998.0,1,-2
27000,AMETHYSTS,SEASHELLS,10002.0,1,-2
27000,STARFRUIT,SEASHELLS,4993.0,4,-2
27200,STARFRUIT,SEASHELLS,4991.0,1,-2
27300,STARFRUIT,SEASHELLS,4998.0,11,-2
27700,AMETHYSTS,SEASHELLS,9998.0,3,-2
27700,AMETHYSTS,SEASHELLS,9998.0,1,-2
27900,AMETHYSTS,SEASHELLS,10002.0,4,-2
28000,STARFRUIT,SEASHELLS,4999.0,1,-2
28000,AMETHYSTS,SEASHELLS,10005.0,1,-2
28300,STARFRUIT,SEASHELLS,4997.0,1,-2
28300,AMETHYSTS,SEASHELLS,9998.0,2,-2
28300,AMETHYSTS,SEASHELLS,9998.0,1,-2
28600,AMETHYSTS,SEASHELLS,9998.0,1,-2
29400,AMETHYSTS,SEASHELLS,10005.0,2,-2
29400,STARFRUIT,SEASHELLS,4998.0,2,-2
29500,AMETHYSTS,SEASHELLS,9998.0,3,-2
29500,AMETHYSTS,SEASHELLS,9998.0,2,-2
29900,STARFRUIT,SEASHELLS,4995.0,1,-2
30300,STARFRUIT,SEASHELLS,4996.0,1,-2
30400,STARFRUIT,SEASHELLS,4991.0,1,-2
30400,AMETHYSTS,SEASHELLS,10004.0,1,-2
30400,AMETHYSTS,SEASHELLS,10004.0,6,-2
30900,STARFRUIT,SEASHELLS,4992.0,1,-2
31000,AMETHYSTS,SEASHELLS,9996.0,1,-2
31000,STARFRUIT,SEASHELLS,4992.0,1,-2
31200,STARFRUIT,SEASHELLS,4992.0,1,-2
31300,STARFRUIT,SEASHELLS,4997.0,1,-2
31300,AMETHYSTS,SEASHELLS,9998.0,1,-2
31400,STARFRUIT,SEASHELLS,4999.0,4,-2
31600,AMETHYSTS,SEASHELLS,10002.0,3,-2
31800,AMETHYSTS,SEASHELLS,10002.0,1,-2
32100,STARFRUIT,SEASHELLS,4991.0,1,-2
32100,AMETHYSTS,SEASHELLS,10002.0,4,-2
32500,AMETHYSTS,SEASHELLS,10002.0,1,-2
32700,STARFRUIT,SEASHELLS,4996.0,1,-2
32800,STARFRUIT,SEASHELLS,4990.0,2,-2
32800,STARFRUIT,SEASHELLS,4991.0,2,-2
32800,AMETHYSTS,SEASHELLS,9995.0,2,-2
32800,AMETHYSTS,SEASHELLS,9996.0,2,-2
33200,STARFRUIT,SEASHELLS,4990.0,1,-2
33300,STARFRUIT,SEASHELLS,4995.0,1,-2
33300,STARFRUIT,SEASHELLS,4991.0,8,-2
33500,AMETHYSTS,SEASHELLS,10002.0,3,-2
33900,STARFRUIT,SEASHELLS,4995.0,1,-2
34000,STARFRUIT,SEASHELLS,4995.0,1,-2
34000,AMETHYSTS,SEASHELLS,9998.0,1,-2
34100,AMETHYSTS,SEASHELLS,10002.0,1,-2
35000,STARFRUIT,SEASHELLS,4993.0,4,-2
35300,STARFRUIT,SEASHELLS,4993.0,1,-2
35600,AMETHYSTS,SEASHELLS,10002.0,1,-2
35800,STARFRUIT,SEASHELLS,4993.0,1,-2
36200,STARFRUIT,SEASHELLS,4994.0,3,-2
36300,STARFRUIT,SEASHELLS,4999.0,1,-2
36300,AMETHYSTS,SEASHELLS,10005.0,1,-2
36500,AMETHYSTS,SEASHELLS,10005.0,4,-2
36800,STARFRUIT,SEASHELLS,4993.0,1,-2
37200,STARFRUIT,SEASHELLS,4998.0,10,-2
37400,AMETHYSTS,SEASHELLS,10002.0,1,-2
37900,AMETHYSTS,SEASHELLS,9995.0,4,-2
38000,STARFRUIT,SEASHELLS,4991.0,11,-2
38400,AMETHYSTS,SEASHELLS,10004.0,2,-2
38500,AMETHYSTS,SEASHELLS,10002.0,6,-2
38500,STARFRUIT,SEASHELLS,4996.0,1,-2
38800,STARFRUIT,SEASHELLS,4993.0,5,-2
38900,STARFRUIT,SEASHELLS,4991.0,2,-2
38900,AMETHYSTS,SEASHELLS,9995.0,2,-2
39100,AMETHYSTS,SEASHELLS,10002.0,5,-2
39300,STARFRUIT,SEASHELLS,4993.0,1,-2
39300,AMETHYSTS,SEASHELLS,9996.0,1,-2
39400,STARFRUIT,SEASHELLS,4993.0,1,-2
39500,STARFRUIT,SEASHELLS,4998.0,1,-2
39800,STARFRUIT,SEASHELLS,4993.0,4,-2
40100,STARFRUIT,SEASHELLS,4992.0,1,-2
40200,STARFRUIT,SEASHELLS,4997.0,5,-2
40300,STARFRUIT,SEASHELLS,4994.0,2,-2
40600,STARFRUIT,SEASHELLS,4992.0,1,-2
40700,STARFRUIT,SEASHELLS,4996.0,3,-2
40900,STARFRUIT,SEASHELLS,4992.0,3,-2
41100,STARFRUIT,SEASHELLS,4991.0,1,-2
41100,STARFRUIT,SEASHELLS,4995.0,9,-2
41500,AMETHYSTS,SEASHELLS,10002.0,1,-2
41500,AMETHYSTS,SEASHELLS,10000.0,2,-2
41600,AMETHYSTS,SEASHELLS,9995.0,1,-2
41600,STARFRUIT,SEASHELLS,4990.0,1,-2
42900,AMETHYSTS,SEASHELLS,10002.0,1,-2
42900,STARFRUIT,SEASHELLS,4993.0,1,-2
43100,STARFRUIT,SEASHELLS,4994.0,2,-2
43100,STARFRUIT,SEASHELLS,4989.0,14,-2
43100,AMETHYSTS,SEASHELLS,10005.0,2,-2
43400,AMETHYSTS,SEASHELLS,10002.0,1,-2
43500,STARFRUIT,SEASHELLS,4990.0,1,-2
43700,AMETHYSTS,SEASHELLS,9998.0,1,-2
43900,STARFRUIT,SEASHELLS,4990.0,1,-2
43900,STARFRUIT,SEASHELLS,4997.0,2,-2
43900,AMETHYSTS,SEASHELLS,10004.0,2,-2
44000,AMETHYSTS,SEASHELLS,9998.0,1,-2
44700,STARFRUIT,SEASHELLS,4995.0,1,-2
44800,AMETHYSTS,SEASHELLS,9996.0,1,-2
45100,STARFRUIT,SEASHELLS,4988.0,1,-2
45100,AMETHYSTS,SEASHELLS,9996.0,1,-2
45800,AMETHYSTS,SEASHELLS,9996.0,1,-2
45800,AMETHYSTS,SEASHELLS,9996.0,10,-2
46200,AMETHYSTS,SEASHELLS,9998.0,1,-2
46300,AMETHYSTS,SEASHELLS,9995.0,1,-2
46300,STARFRUIT,SEASHELLS,4987.0,1,-2
46800,AMETHYSTS,SEASHELLS,9996.0,1,-2
46800,STARFRUIT,SEASHELLS,4987.0,1,-2
46800,STARFRUIT,SEASHELLS,4986.0,2,-2
47200,STARFRUIT,SEASHELLS,4992.0,1,-2
47300,STARFRUIT,SEASHELLS,4988.0,2,-2
47700,STARFRUIT,SEASHELLS,4988.0,1,-2
48300,STARFRUIT,SEASHELLS,4988.0,1,-2
48300,AMETHYSTS,SEASHELLS,9995.0,1,-2
48600,AMETHYSTS,SEASHELLS,10004.0,1,-2
48600,STARFRUIT,SEASHELLS,4989.0,1,-2
48600,STARFRUIT,SEASHELLS,4994.0,1,-2
48900,STARFRUIT,SEASHELLS,4988.0,1,-2
49300,STARFRUIT,SEASHELLS,4994.0,1,-2
49300,AMETHYSTS,SEASHELLS,10005.0,1,-2
49700,STARFRUIT,SEASHELLS,4988.0,2,-2
49700,AMETHYSTS,SEASHELLS,9995.0,2,-2
49900,STARFRUIT,SEASHELLS,4986.0,1,-2
50000,STARFRUIT,SEASHELLS,4986.0,5,-2
50200,STARFRUIT,SEASHELLS,4986.0,1,-2
50200,AMETHYSTS,SEASHELLS,9996.0,1,-2
50300,STARFRUIT,SEASHELLS,4986.0,1,-2
50400,AMETHYSTS,SEASHELLS,9996.0,2,-2
50400,STARFRUIT,SEASHELLS,4986.0,2,-2
50900,AMETHYSTS,SEASHELLS,9996.0,2,-2
51000,AMETHYSTS,SEASHELLS,9998.0,1,-2
51000,STARFRUIT,SEASHELLS,4986.0,1,-2
51300,STARFRUIT,SEASHELLS,4990.0,1,-2
51600,AMETHYSTS,SEASHELLS,10002.0,1,-2
51600,STARFRUIT,SEASHELLS,4990.0,1,-2
51900,AMETHYSTS,SEASHELLS,10002.0,2,-2
52000,AMETHYSTS,SEASHELLS,9998.0,2,-2
52200,STARFRUIT,SEASHELLS,4985.0,1,-2
52300,STARFRUIT,SEASHELLS,4985.0,1,-2
52700,AMETHYSTS,SEASHELLS,10002.0,3,-2
53000,AMETHYSTS,SEASHELLS,9998.0,1,-2
53200,AMETHYSTS,SEASHELLS,10002.0,1,-2
53300,AMETHYSTS,SEASHELLS,9998.0,2,-2
53600,AMETHYSTS,SEASHELLS,9998.0,1,-2
53600,STARFRUIT,SEASHELLS,4985.0,1,-2
53700,STARFRUIT,SEASHELLS,4992.0,2,-2
53700,AMETHYSTS,SEASHELLS,10004.0,2,-2
53900,AMETHYSTS,SEASHELLS,10002.0,1,-2
54300,STARFRUIT,SEASHELLS,4986.0,11,-2
54300,AMETHYSTS,SEASHELLS,9998.0,1,-2
54600,AMETHYSTS,SEASHELLS,9996.0,1,-2
54600,AMETHYSTS,SEASHELLS,9996.0,5,-2
54600,STARFRUIT,SEASHELLS,4986.0,1,-2
54700,STARFRUIT,SEASHELLS,4990.0,1,-2
54900,AMETHYSTS,SEASHELLS,10002.0,3,-2
55200,STARFRUIT,SEASHELLS,4989.0,1,-2
56100,STARFRUIT,SEASHELLS,4990.0,14,-2
56100,STARFRUIT,SEASHELLS,4990.0,1,-2
56100,AMETHYSTS,SEASHELLS,10004.0,1,-2
56300,STARFRUIT,SEASHELLS,4983.0,1,-2
56500,STARFRUIT,SEASHELLS,4982.0,1,-2
56500,AMETHYSTS,SEASHELLS,9998.0,1,-2
56700,AMETHYSTS,SEASHELLS,10002.0,1,-2
57000,AMETHYSTS,SEASHELLS,10004.0,1,-2
57000,STARFRUIT,SEASHELLS,4989.0,1,-2
57100,AMETHYSTS,SEASHELLS,10002.0,1,-2
57100,STARFRUIT,SEASHELLS,4985.0,3,-2
57200,STARFRUIT,SEASHELLS,4985.0,4,-2
57200,AMETHYSTS,SEASHELLS,10002.0,1,-2
57300,AMETHYSTS,SEASHELLS,10002.0,1,-2
57400,STARFRUIT,SEASHELLS,4990.0,1,-2
57700,AMETHYSTS,SEASHELLS,10002.0,2,-2
57700,STARFRUIT,SEASHELLS,4985.0,2,-2
57800,STARFRUIT,SEASHELLS,4984.0,1,-2
58300,STARFRUIT,SEASHELLS,4988.0,1,-2
58400,AMETHYSTS,SEASHELLS,9996.0,1,-2
58600,AMETHYSTS,SEASHELLS,9998.0,1,-2
58800,STARFRUIT,SEASHELLS,4982.0,5,-2
58800,STARFRUIT,SEASHELLS,4983.0,1,-2
59000,STARFRUIT,SEASHELLS,4991.0,10,-2
59500,AMETHYSTS,SEASHELLS,10005.0,4,-2
59700,AMETHYSTS,SEASHELLS,10002.0,6,-2
59800,STARFRUIT,SEASHELLS,4985.0,5,-2
59900,STARFRUIT,SEASHELLS,4983.0,1,-2
60000,STARFRUIT,SEASHELLS,4987.0,1,-2
60200,AMETHYSTS,SEASHELLS,9996.0,1,-2
60200,AMETHYSTS,SEASHELLS,9996.0,1,-2
60200,STARFRUIT,SEASHELLS,4983.0,1,-2
60200,STARFRUIT,SEASHELLS,4983.0,1,-2
60300,AMETHYSTS,SEASHELLS,9996.0,6,-2
60300,AMETHYSTS,SEASHELLS,9996.0,2,-2
60400,AMETHYSTS,SEASHELLS,9998.0,1,-2
60500,STARFRUIT,SEASHELLS,4985.0,3,-2
60500,AMETHYSTS,SEASHELLS,9998.0,1,-2
60600,STARFRUIT,SEASHELLS,4984.0,1,-2
61100,STARFRUIT,SEASHELLS,4990.0,2,-2
61100,AMETHYSTS,SEASHELLS,10002.0,1,-2
61100,STARFRUIT,SEASHELLS,4987.0,5,-2
61100,AMETHYSTS,SEASHELLS,10005.0,2,-2
61300,STARFRUIT,SEASHELLS,4987.0,1,-2
62300,AMETHYSTS,SEASHELLS,10004.0,1,-2
62300,STARFRUIT,SEASHELLS,4987.0,1,-2
62600,STARFRUIT,SEASHELLS,4984.0,1,-2
62900,STARFRUIT,SEASHELLS,4989.0,6,-2
62900,STARFRUIT,SEASHELLS,4989.0,1,-2
63000,STARFRUIT,SEASHELLS,4986.0,6,-2
63000,STARFRUIT,SEASHELLS,4984.0,1,-2
63000,STARFRUIT,SEASHELLS,4984.0,9,-2
63200,AMETHYSTS,SEASHELLS,9998.0,1,-2
63200,STARFRUIT,SEASHELLS,4984.0,1,-2
63300,STARFRUIT,SEASHELLS,4991.0,2,-2
63300,AMETHYSTS,SEASHELLS,9998.0,1,-2
63500,AMETHYSTS,SEASHELLS,9998.0,6,-2
63700,AMETHYSTS,SEASHELLS,9996.0,1,-2
63800,STARFRUIT,SEASHELLS,4983.0,1,-2
64200,AMETHYSTS,SEASHELLS,9995.0,2,-2
64200,STARFRUIT,SEASHELLS,4982.0,2,-2
64500,STARFRUIT,SEASHELLS,4989.0,2,-2
64500,AMETHYSTS,SEASHELLS,10005.0,2,-2
64500,AMETHYSTS,SEASHELLS,10002.0,1,-2
64600,STARFRUIT,SEASHELLS,4988.0,1,-2
64900,AMETHYSTS,SEASHELLS,10005.0,2,-2
65300,AMETHYSTS,SEASHELLS,9998.0,1,-2
65300,AMETHYSTS,SEASHELLS,10000.0,2,-2
65400,STARFRUIT,SEASHELLS,4983.0,1,-2
65500,AMETHYSTS,SEASHELLS,9998.0,1,-2
65600,AMETHYSTS,SEASHELLS,9995.0,1,-2
65600,STARFRUIT,SEASHELLS,4983.0,1,-2
65800,AMETHYSTS,SEASHELLS,9996.0,1,-2
65800,STARFRUIT,SEASHELLS,4983.0,1,-2
65900,AMETHYSTS,SEASHELLS,9998.0,1,-2
66000,AMETHYSTS,SEASHELLS,9998.0,1,-2
66200,STARFRUIT,SEASHELLS,4983.0,8,-2
66700,AMETHYSTS,SEASHELLS,9998.0,2,-2
67000,STARFRUIT,SEASHELLS,4984.0,1,-2
67200,STARFRUIT,SEASHELLS,4989.0,1,-2
67400,AMETHYSTS,SEASHELLS,9996.0,1,-2
67400,STARFRUIT,SEASHELLS,4983.0,2,-2
67700,STARFRUIT,SEASHELLS,4988.0,4,-2
67900,STARFRUIT,SEASHELLS,4984.0,2,-2
67900,AMETHYSTS,SEASHELLS,9998.0,2,-2
68000,STARFRUIT,SEASHELLS,4984.0,1,-2
68000,AMETHYSTS,SEASHELLS,10002.0,5,-2
68000,AMETHYSTS,SEASHELLS,10005.0,3,-2
68100,AMETHYSTS,SEASHELLS,10002.0,1,-2
68200,STARFRUIT,SEASHELLS,4989.0,1,-2
68500,AMETHYSTS,SEASHELLS,10002.0,1,-2
68600,STARFRUIT,SEASHELLS,4985.0,1,-2
68900,AMETHYSTS,SEASHELLS,10002.0,1,-2
68900,STARFRUIT,SEASHELLS,4990.0,1,-2
69000,STARFRUIT,SEASHELLS,4984.0,9,-2
69300,STARFRUIT,SEASHELLS,4992.0,2,-2
69300,AMETHYSTS,SEASHELLS,10005.0,2,-2
69400,STARFRUIT,SEASHELLS,4991.0,1,-2
69600,STARFRUIT,SEASHELLS,4986.0,1,-2
69600,STARFRUIT,SEASHELLS,4986.0,8,-2
70400,STARFRUIT,SEASHELLS,4985.0,0,-2
70400,STARFRUIT,SEASHELLS,4985.0,1,-2
70400,STARFRUIT,SEASHELLS,4985.0,7,-2
70400,STARFRUIT,SEASHELLS,4985.0,1,-2
71400,STARFRUIT,SEASHELLS,4984.0,1,-2
71600,AMETHYSTS,SEASHELLS,9995.0,10,-2
72100,STARFRUIT,SEASHELLS,4988.0,9,-2
72600,STARFRUIT,SEASHELLS,4990.0,1,-2
73900,STARFRUIT,SEASHELLS,4982.0,1,-2
74100,AMETHYSTS,SEASHELLS,10002.0,1,-2
74400,STARFRUIT,SEASHELLS,4987.0,1,-2
74400,AMETHYSTS,SEASHELLS,10004.0,1,-2
74900,AMETHYSTS,SEASHELLS,10002.0,1,-2
75000,STARFRUIT,SEASHELLS,4981.0,9,-2
75000,STARFRUIT,SEASHELLS,4981.0,10,-2
75200,AMETHYSTS,SEASHELLS,9996.0,1,-2
75200,STARFRUIT,SEASHELLS,4982.0,1,-2
75500,STARFRUIT,SEASHELLS,4983.0,1,-2
76400,AMETHYSTS,SEASHELLS,10002.0,1,-2
76400,STARFRUIT,SEASHELLS,4984.0,1,-2
76400,STARFRUIT,SEASHELLS,4987.0,3,-2
77400,STARFRUIT,SEASHELLS,4987.0,6,-2
77700,AMETHYSTS,SEASHELLS,9998.0,5,-2
77800,STARFRUIT,SEASHELLS,4985.0,4,-2
77800,STARFRUIT,SEASHELLS,4985.0,1,-2
78000,AMETHYSTS,SEASHELLS,10002.0,2,-2
78100,STARFRUIT,SEASHELLS,4989.0,1,-2
78300,AMETHYSTS,SEASHELLS,9995.0,2,-2
78300,STARFRUIT,SEASHELLS,4985.0,2,-2
78800,STARFRUIT,SEASHELLS,4984.0,1,-2
79000,AMETHYSTS,SEASHELLS,10005.0,2,-2
79000,STARFRUIT,SEASHELLS,4989.0,1,-2
79000,AMETHYSTS,SEASHELLS,10004.0,1,-2
79500,AMETHYSTS,SEASHELLS,10002.0,1,-2
79800,STARFRUIT,SEASHELLS,4983.0,4,-2
80100,STARFRUIT,SEASHELLS,4986.0,1,-2
80300,AMETHYSTS,SEASHELLS,10002.0,1,-2
80500,STARFRUIT,SEASHELLS,4981.0,1,-2
80800,AMETHYSTS,SEASHELLS,10002.0,1,-2
81300,AMETHYSTS,SEASHELLS,9998.0,1,-2
81300,STARFRUIT,SEASHELLS,4986.0,1,-2
81700,AMETHYSTS,SEASHELLS,10002.0,1,-2
81800,STARFRUIT,SEASHELLS,4981.0,1,-2
81800,AMETHYSTS,SEASHELLS,9998.0,1,-2
81900,STARFRUIT,SEASHELLS,4984.0,4,-2
82100,STARFRUIT,SEASHELLS,4981.0,1,-2
82300,AMETHYSTS,SEASHELLS,10004.0,1,-2
82400,STARFRUIT,SEASHELLS,4983.0,4,-2
82600,STARFRUIT,SEASHELLS,4981.0,1,-2
83200,AMETHYSTS,SEASHELLS,9996.0,1,-2
83200,AMETHYSTS,SEASHELLS,9996.0,1,-2
83200,STARFRUIT,SEASHELLS,4982.0,2,-2
83300,STARFRUIT,SEASHELLS,4982.0,15,-2
83400,STARFRUIT,SEASHELLS,4987.0,3,-2
83700,AMETHYSTS,SEASHELLS,10004.0,1,-2
84000,STARFRUIT,SEASHELLS,4987.0,4,-2
84200,STARFRUIT,SEASHELLS,4987.0,1,-2
84600,STARFRUIT,SEASHELLS,4989.0,2,-2
84600,AMETHYSTS,SEASHELLS,10004.0,2,-2
84700,STARFRUIT,SEASHELLS,4988.0,1,-2
84800,STARFRUIT,SEASHELLS,4989.0,1,-2
85000,AMETHYSTS,SEASHELLS,9998.0,5,-2
85700,AMETHYSTS,SEASHELLS,9995.0,2,-2
85700,AMETHYSTS,SEASHELLS,10005.0,4,-2
85700,STARFRUIT,SEASHELLS,4982.0,2,-2
85900,AMETHYSTS,SEASHELLS,9998.0,2,-2
85900,STARFRUIT,SEASHELLS,4983.0,1,-2
86000,STARFRUIT,SEASHELLS,4989.0,1,-2
86000,AMETHYSTS,SEASHELLS,10002.0,1,-2
86000,STARFRUIT,SEASHELLS,4983.0,1,-2
86300,STARFRUIT,SEASHELLS,4983.0,1,-2
86300,AMETHYSTS,SEASHELLS,9998.0,1,-2
86500,AMETHYSTS,SEASHELLS,10002.0,1,-2
87200,STARFRUIT,SEASHELLS,4983.0,1,-2
87900,AMETHYSTS,SEASHELLS,10002.0,4,-2
87900,STARFRUIT,SEASHELLS,4987.0,10,-2
88300,AMETHYSTS,SEASHELLS,10004.0,2,-2
88500,AMETHYSTS,SEASHELLS,10002.0,5,-2
88500,STARFRUIT,SEASHELLS,4985.0,10,-2
88600,AMETHYSTS,SEASHELLS,9998.0,1,-2
88600,STARFRUIT,SEASHELLS,4986.0,4,-2
88800,STARFRUIT,SEASHELLS,4987.0,4,-2
88800,STARFRUIT,SEASHELLS,4986.0,5,-2
88900,STARFRUIT,SEASHELLS,4989.0,1,-2
89100,STARFRUIT,SEASHELLS,4985.0,1,-2
89100,STARFRUIT,SEASHELLS,4985.0,2,-2
89400,STARFRUIT,SEASHELLS,4990.0,1,-2
89400,STARFRUIT,SEASHELLS,4989.0,3,-2
90000,STARFRUIT,SEASHELLS,4984.0,1,-2
90100,AMETHYSTS,SEASHELLS,10004.0,1,-2
