day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,old_timestamp
0,9500,AMETHYSTS,9996,2,9995.0,23.0,,,10002,6,10004.0,2.0,10005.0,23.0,9999.0,9500
0,9600,AMETHYSTS,10000,3,9996.0,2.0,9995.0,29.0,10004,2,10005.0,29.0,,,10002.0,9600
0,9700,AMETHYSTS,9996,2,9995.0,28.0,,,10004,2,10005.0,28.0,,,10000.0,9700
0,9800,AMETHYSTS,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0,9800
0,9900,AMETHYSTS,9996,2,9995.0,25.0,,,10004,2,10005.0,25.0,,,10000.0,9900
0,10000,AMETHYSTS,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0,10000
0,10100,AMETHYSTS,10000,5,9995.0,25.0,,,10005,25,,,,,10002.5,10100
0,10200,AMETHYSTS,9996,1,9995.0,29.0,,,10004,1,10005.0,29.0,,,10000.0,10200
0,10300,AMETHYSTS,9995,23,,,,,10005,23,,,,,10000.0,10300
0,10400,AMETHYSTS,9996,1,9995.0,22.0,,,10002,3,10004.0,1.0,10005.0,22.0,9999.0,10400
0,10500,AMETHYSTS,9995,20,,,,,10005,20,,,,,10000.0,10500
0,10600,AMETHYSTS,9996,1,9995.0,29.0,,,10002,8,10004.0,1.0,10005.0,29.0,9999.0,10600
0,10700,AMETHYSTS,9995,29,,,,,10005,29,,,,,10000.0,10700
0,10800,AMETHYSTS,9996,2,9995.0,22.0,,,10004,2,10005.0,22.0,,,10000.0,10800
0,10900,AMETHYSTS,9996,1,9995.0,21.0,,,10004,1,10005.0,21.0,,,10000.0,10900
0,11000,AMETHYSTS,9995,27,,,,,10005,27,,,,,10000.0,11000
0,11100,AMETHYSTS,9995,29,,,,,10005,29,,,,,10000.0,11100
0,11200,AMETHYSTS,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0,11200
0,11300,AMETHYSTS,9996,2,9995.0,21.0,,,10004,2,10005.0,21.0,,,10000.0,11300
0,11400,AMETHYSTS,9995,30,,,,,10005,30,,,,,10000.0,11400
0,11500,AMETHYSTS,10002,2,9998.0,4.0,9995.0,24.0,10005,24,,,,,10003.5,11500
0,11600,AMETHYSTS,9995,30,,,,,10002,9,10005.0,30.0,,,9998.5,11600
0,11700,AMETHYSTS,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0,11700
0,11800,AMETHYSTS,9996,2,9995.0,29.0,,,10004,2,10005.0,29.0,,,10000.0,11800
0,11900,AMETHYSTS,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0,11900
0,12000,AMETHYSTS,9996,2,9995.0,28.0,,,10004,2,10005.0,28.0,,,10000.0,12000
0,12100,AMETHYSTS,9995,21,,,,,10005,21,,,,,10000.0,12100
0,12200,AMETHYSTS,9995,23,,,,,10005,23,,,,,10000.0,12200
0,12300,AMETHYSTS,9998,6,9995.0,28.0,,,10005,28,,,,,10001.5,12300
0,12400,AMETHYSTS,9995,25,,,,,10005,25,,,,,10000.0,12400
0,12500,AMETHYSTS,9996,1,9995.0,28.0,,,10002,10,10004.0,1.0,10005.0,28.0,9999.0,12500
0,12600,AMETHYSTS,9996,1,9995.0,26.0,,,10004,1,10005.0,26.0,,,10000.0,12600
0,12700,AMETHYSTS,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0,12700
0,12800,AMETHYSTS,9995,20,,,,,9998,1,10002.0,10.0,10005.0,20.0,9996.5,12800
0,12900,AMETHYSTS,9995,20,,,,,9998,1,10002.0,8.0,10005.0,20.0,9996.5,12900
0,13000,AMETHYSTS,9996,1,9995.0,30.0,,,9998,1,10004.0,1.0,10005.0,30.0,9997.0,13000
0,13100,AMETHYSTS,10000,6,9998.0,10.0,9996.0,1.0,10004,1,10005.0,21.0,,,10002.0,13100
0,13200,AMETHYSTS,9996,1,9995.0,22.0,,,10002,2,10004.0,1.0,10005.0,22.0,9999.0,13200
0,13300,AMETHYSTS,9996,2,9995.0,27.0,,,10002,6,10004.0,2.0,10005.0,27.0,9999.0,13300
0,13400,AMETHYSTS,9998,4,9996.0,1.0,9995.0,27.0,10004,1,10005.0,27.0,,,10001.0,13400
0,13500,AMETHYSTS,9998,5,9995.0,27.0,,,10005,27,,,,,10001.5,13500
0,13600,AMETHYSTS,10000,2,9995.0,24.0,,,10005,24,,,,,10002.5,13600
0,13700,AMETHYSTS,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0,13700
0,13800,AMETHYSTS,9995,22,,,,,10005,22,,,,,10000.0,13800
0,13900,AMETHYSTS,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0,13900
0,14000,AMETHYSTS,9995,25,,,,,10005,25,,,,,10000.0,14000
0,14100,AMETHYSTS,9996,2,9995.0,25.0,,,10004,2,10005.0,25.0,,,10000.0,14100
0,14200,AMETHYSTS,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0,14200
0,14300,AMETHYSTS,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0,14300
0,14400,AMETHYSTS,9995,20,,,,,10002,10,10005.0,20.0,,,9998.5,14400
0,14500,AMETHYSTS,9996,1,9995.0,30.0,,,10002,3,10004.0,1.0,10005.0,30.0,9999.0,14500
0,14600,AMETHYSTS,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0,14600
0,14700,AMETHYSTS,9995,20,,,,,10005,20,,,,,10000.0,14700
0,14800,AMETHYSTS,9996,2,9995.0,28.0,,,10002,7,10004.0,2.0,10005.0,28.0,9999.0,14800
0,14900,AMETHYSTS,9995,29,,,,,10005,29,,,,,10000.0,14900
0,15000,AMETHYSTS,9996,2,9995.0,21.0,,,10004,2,10005.0,21.0,,,10000.0,15000
0,15100,AMETHYSTS,9995,29,,,,,10005,29,,,,,10000.0,15100
0,15200,AMETHYSTS,9998,4,9995.0,28.0,,,10005,28,,,,,10001.5,15200
0,15300,AMETHYSTS,9998,8,9995.0,26.0,,,10005,26,,,,,10001.5,15300
0,15400,AMETHYSTS,9995,22,,,,,10002,3,10005.0,22.0,,,9998.5,15400
0,15500,AMETHYSTS,9996,1,9995.0,24.0,,,10002,9,10004.0,1.0,10005.0,24.0,9999.0,15500
0,15600,AMETHYSTS,9998,8,9995.0,25.0,,,10005,25,,,,,10001.5,15600
0,15700,AMETHYSTS,9996,2,9995.0,29.0,,,10004,2,10005.0,29.0,,,10000.0,15700
0,15800,AMETHYSTS,9996,1,9995.0,20.0,,,10002,2,10004.0,1.0,10005.0,20.0,9999.0,15800
0,15900,AMETHYSTS,10002,1,9996.0,1.0,9995.0,25.0,10004,1,10005.0,25.0,,,10003.0,15900
0,16000,AMETHYSTS,9998,4,9996.0,1.0,9995.0,21.0,10004,1,10005.0,21.0,,,10001.0,16000
0,16100,AMETHYSTS,9996,2,9995.0,25.0,,,10004,2,10005.0,25.0,,,10000.0,16100
0,16200,AMETHYSTS,10000,4,9996.0,1.0,9995.0,29.0,10002,10,10004.0,1.0,10005.0,29.0,10001.0,16200
0,16300,AMETHYSTS,9995,30,,,,,10002,9,10005.0,30.0,,,9998.5,16300
0,16400,AMETHYSTS,9996,2,9995.0,27.0,,,10000,6,10004.0,2.0,10005.0,27.0,9998.0,16400
0,16500,AMETHYSTS,9996,1,9995.0,26.0,,,10002,9,10004.0,1.0,10005.0,26.0,9999.0,16500
0,16600,AMETHYSTS,9995,23,,,,,10005,23,,,,,10000.0,16600
0,16700,AMETHYSTS,9995,24,,,,,10005,24,,,,,10000.0,16700
0,16800,AMETHYSTS,9995,21,,,,,10005,21,,,,,10000.0,16800
0,16900,AMETHYSTS,9998,3,9996.0,1.0,9995.0,25.0,10004,1,10005.0,25.0,,,10001.0,16900
0,17000,AMETHYSTS,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0,17000
0,17100,AMETHYSTS,9995,25,,,,,10005,25,,,,,10000.0,17100
0,17200,AMETHYSTS,9995,30,,,,,10005,30,,,,,10000.0,17200
0,17300,AMETHYSTS,9996,1,9995.0,24.0,,,10004,1,10005.0,24.0,,,10000.0,17300
0,17400,AMETHYSTS,9998,6,9995.0,26.0,,,10005,26,,,,,10001.5,17400
0,17500,AMETHYSTS,9996,1,9995.0,21.0,,,10004,1,10005.0,21.0,,,10000.0,17500
0,17600,AMETHYSTS,9996,2,9995.0,29.0,,,10004,2,10005.0,29.0,,,10000.0,17600
0,17700,AMETHYSTS,9996,2,9995.0,26.0,,,10004,2,10005.0,26.0,,,10000.0,17700
0,17800,AMETHYSTS,9996,1,9995.0,29.0,,,10004,1,10005.0,29.0,,,10000.0,17800
0,17900,AMETHYSTS,9996,2,9995.0,20.0,,,10004,2,10005.0,20.0,,,10000.0,17900
0,18000,AMETHYSTS,10000,3,9996.0,1.0,9995.0,29.0,10004,1,10005.0,29.0,,,10002.0,18000
0,18100,AMETHYSTS,9996,1,9995.0,26.0,,,10004,1,10005.0,26.0,,,10000.0,18100
0,18200,AMETHYSTS,9998,2,9996.0,1.0,9995.0,28.0,10004,1,10005.0,28.0,,,10001.0,18200
0,18300,AMETHYSTS,9998,8,9995.0,27.0,,,10005,27,,,,,10001.5,18300
0,18400,AMETHYSTS,9996,1,9995.0,20.0,,,10002,6,10004.0,1.0,10005.0,20.0,9999.0,18400
0,18500,AMETHYSTS,9995,26,,,,,10005,26,,,,,10000.0,18500
0,18600,AMETHYSTS,9996,1,9995.0,30.0,,,10002,10,10004.0,1.0,10005.0,30.0,9999.0,18600
0,18700,AMETHYSTS,10000,3,9996.0,2.0,9995.0,30.0,10002,8,10004.0,2.0,10005.0,30.0,10001.0,18700
0,18800,AMETHYSTS,9996,2,9995.0,24.0,,,10002,6,10004.0,2.0,10005.0,24.0,9999.0,18800
0,18900,AMETHYSTS,9998,6,9996.0,2.0,9995.0,23.0,10004,2,10005.0,23.0,,,10001.0,18900
0,19000,AMETHYSTS,9996,1,9995.0,23.0,,,10002,9,10004.0,1.0,10005.0,23.0,9999.0,19000
0,19100,AMETHYSTS,9996,1,9995.0,23.0,,,10002,8,10004.0,1.0,10005.0,23.0,9999.0,19100
0,19200,AMETHYSTS,9995,24,,,,,10005,24,,,,,10000.0,19200
0,19300,AMETHYSTS,10002,2,9998.0,4.0,9996.0,2.0,10004,2,10005.0,29.0,,,10003.0,19300
0,19400,AMETHYSTS,10002,1,9998.0,2.0,9996.0,1.0,10004,1,10005.0,22.0,,,10003.0,19400
0,19500,AMETHYSTS,10002,1,9998.0,5.0,9996.0,2.0,10004,2,10005.0,29.0,,,10003.0,19500
0,19600,AMETHYSTS,10002,1,9996.0,1.0,9995.0,21.0,10004,1,10005.0,21.0,,,10003.0,19600
0,19700,AMETHYSTS,9996,1,9995.0,25.0,,,10004,1,10005.0,25.0,,,10000.0,19700
0,19800,AMETHYSTS,9995,23,,,,,10005,23,,,,,10000.0,19800
0,19900,AMETHYSTS,10002,1,9996.0,2.0,9995.0,24.0,10004,2,10005.0,24.0,,,10003.0,19900
0,20000,AMETHYSTS,9995,28,,,,,10005,28,,,,,10000.0,20000
0,20100,AMETHYSTS,10002,1,9995.0,30.0,,,10005,30,,,,,10003.5,20100
0,20200,AMETHYSTS,10002,1,9996.0,1.0,9995.0,27.0,10004,1,10005.0,27.0,,,10003.0,20200
0,20300,AMETHYSTS,9996,1,9995.0,24.0,,,10004,1,10005.0,24.0,,,10000.0,20300
0,20400,AMETHYSTS,9995,25,,,,,10005,25,,,,,10000.0,20400
0,20500,AMETHYSTS,9996,1,9995.0,24.0,,,10004,1,10005.0,24.0,,,10000.0,20500
0,20600,AMETHYSTS,9995,21,,,,,9998,1,10005.0,21.0,,,9996.5,20600
0,20700,AMETHYSTS,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0,20700
0,20800,AMETHYSTS,9996,2,9995.0,21.0,,,10004,2,10005.0,21.0,,,10000.0,20800
0,20900,AMETHYSTS,9996,2,9995.0,28.0,,,9998,1,10004.0,2.0,10005.0,28.0,9997.0,20900
0,21000,AMETHYSTS,9996,1,9995.0,28.0,,,10004,1,10005.0,28.0,,,10000.0,21000
0,21100,AMETHYSTS,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0,21100
0,21200,AMETHYSTS,9996,1,9995.0,27.0,,,10004,1,10005.0,27.0,,,10000.0,21200
0,21300,AMETHYSTS,9996,2,9995.0,27.0,,,10002,5,10004.0,2.0,10005.0,27.0,9999.0,21300
0,21400,AMETHYSTS,9996,2,9995.0,21.0,,,10004,2,10005.0,21.0,,,10000.0,21400
0,21500,AMETHYSTS,9996,1,9995.0,25.0,,,10002,5,10004.0,1.0,10005.0,25.0,9999.0,21500
0,21600,AMETHYSTS,9995,23,,,,,10005,23,,,,,10000.0,21600
0,21700,AMETHYSTS,9995,22,,,,,10005,22,,,,,10000.0,21700
0,21800,AMETHYSTS,10002,1,9996.0,2.0,9995.0,25.0,10004,2,10005.0,25.0,,,10003.0,21800
0,21900,AMETHYSTS,9998,3,9995.0,21.0,,,10005,21,,,,,10001.5,21900
0,22000,AMETHYSTS,9998,1,9995.0,24.0,,,10005,24,,,,,10001.5,22000
0,22100,AMETHYSTS,9996,1,9995.0,25.0,,,10004,1,10005.0,25.0,,,10000.0,22100
0,22200,AMETHYSTS,9996,2,9995.0,25.0,,,10002,1,10004.0,2.0,10005.0,25.0,9999.0,22200
0,22300,AMETHYSTS,9995,27,,,,,10005,27,,,,,10000.0,22300
0,22400,AMETHYSTS,9996,1,9995.0,28.0,,,10004,1,10005.0,28.0,,,10000.0,22400
0,22500,AMETHYSTS,9996,1,9995.0,29.0,,,10004,1,10005.0,29.0,,,10000.0,22500
0,22600,AMETHYSTS,9995,22,,,,,10005,22,,,,,10000.0,22600
0,22700,AMETHYSTS,9995,27,,,,,9998,1,10005.0,27.0,,,9996.5,22700
0,22800,AMETHYSTS,10002,1,9996.0,2.0,9995.0,20.0,10004,2,10005.0,20.0,,,10003.0,22800
0,22900,AMETHYSTS,9996,1,9995.0,21.0,,,10004,1,10005.0,21.0,,,10000.0,22900
0,23000,AMETHYSTS,10002,4,9996.0,2.0,9995.0,24.0,10004,2,10005.0,24.0,,,10003.0,23000
0,23100,AMETHYSTS,9996,1,9995.0,21.0,,,9998,1,10004.0,1.0,10005.0,21.0,9997.0,23100
0,23200,AMETHYSTS,9996,1,9995.0,28.0,,,10004,1,10005.0,28.0,,,10000.0,23200
0,23300,AMETHYSTS,10000,2,9996.0,2.0,9995.0,20.0,10002,4,10004.0,2.0,10005.0,20.0,10001.0,23300
0,23400,AMETHYSTS,9995,21,,,,,10005,21,,,,,10000.0,23400
0,23500,AMETHYSTS,9995,22,,,,,10005,22,,,,,10000.0,23500
0,23600,AMETHYSTS,9996,1,9995.0,22.0,,,10002,3,10004.0,1.0,10005.0,22.0,9999.0,23600
0,23700,AMETHYSTS,9996,1,9995.0,26.0,,,10004,1,10005.0,26.0,,,10000.0,23700
0,23800,AMETHYSTS,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0,23800
0,23900,AMETHYSTS,9995,23,,,,,9998,3,10005.0,23.0,,,9996.5,23900
0,24000,AMETHYSTS,9996,2,9995.0,24.0,,,10004,2,10005.0,24.0,,,10000.0,24000
0,24100,AMETHYSTS,9996,2,9995.0,29.0,,,10002,7,10004.0,2.0,10005.0,29.0,9999.0,24100
0,24200,AMETHYSTS,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0,24200
0,24300,AMETHYSTS,10002,1,9995.0,29.0,,,10005,29,,,,,10003.5,24300
0,24400,AMETHYSTS,9996,1,9995.0,28.0,,,10004,1,10005.0,28.0,,,10000.0,24400
0,24500,AMETHYSTS,9998,8,9996.0,2.0,9995.0,20.0,10004,2,10005.0,20.0,,,10001.0,24500
0,24600,AMETHYSTS,9996,2,9995.0,28.0,,,10004,2,10005.0,28.0,,,10000.0,24600
0,24700,AMETHYSTS,9995,27,,,,,10005,27,,,,,10000.0,24700
0,24800,AMETHYSTS,9996,2,9995.0,21.0,,,10004,2,10005.0,21.0,,,10000.0,24800
0,24900,AMETHYSTS,9996,2,9995.0,26.0,,,10002,9,10004.0,2.0,10005.0,26.0,9999.0,24900
0,25000,AMETHYSTS,9998,8,9996.0,2.0,9995.0,22.0,10004,2,10005.0,22.0,,,10001.0,25000
0,25100,AMETHYSTS,10002,1,9995.0,24.0,,,10005,24,,,,,10003.5,25100
0,25200,AMETHYSTS,9996,1,9995.0,25.0,,,10004,1,10005.0,25.0,,,10000.0,25200
0,25300,AMETHYSTS,9995,23,,,,,10005,23,,,,,10000.0,25300
0,25400,AMETHYSTS,9995,22,,,,,10005,22,,,,,10000.0,25400
0,25500,AMETHYSTS,9996,2,9995.0,29.0,,,10002,1,10004.0,2.0,10005.0,29.0,9999.0,25500
0,25600,AMETHYSTS,9996,2,9995.0,29.0,,,10004,2,10005.0,29.0,,,10000.0,25600
0,25700,AMETHYSTS,10002,3,9996.0,2.0,9995.0,28.0,10004,2,10005.0,28.0,,,10003.0,25700
0,25800,AMETHYSTS,10000,3,9996.0,1.0,9995.0,23.0,10004,1,10005.0,23.0,,,10002.0,25800
0,25900,AMETHYSTS,9996,1,9995.0,24.0,,,10002,6,10004.0,1.0,10005.0,24.0,9999.0,25900
0,26000,AMETHYSTS,9996,2,9995.0,24.0,,,10004,2,10005.0,24.0,,,10000.0,26000
