timestamp,symbol,currency,price,quantity,day,old_timestamp
65600,AMETHYSTS,SEASHELLS,9995.0,1,0,65600
65600,STARFRUIT,SEASHELLS,4983.0,1,0,65600
65800,AMETHYSTS,SEASHELLS,9996.0,1,0,65800
65800,STARFRUIT,SEASHELLS,4983.0,1,0,65800
65900,AMETHYSTS,SEASHELLS,9998.0,1,0,65900
66000,AMETHYSTS,SEASHELLS,9998.0,1,0,66000
66200,STARFRUIT,SEASHELLS,4983.0,8,0,66200
66700,AMETHYSTS,SEASHELLS,9998.0,2,0,66700
67000,STARFRUIT,SEASHELLS,4984.0,1,0,67000
67200,STARFRUIT,SEASHELLS,4989.0,1,0,67200
67400,AMETHYSTS,SEASHELLS,9996.0,1,0,67400
67400,STARFRUIT,SEASHELLS,4983.0,2,0,67400
67700,STARFRUIT,SEASHELLS,4988.0,4,0,67700
67900,STARFRUIT,SEASHELLS,4984.0,2,0,67900
67900,AMETHYSTS,SEASHELLS,9998.0,2,0,67900
68000,STARFRUIT,SEASHELLS,4984.0,1,0,68000
68000,AMETHYSTS,SEASHELLS,10002.0,5,0,68000
68000,AMETHYSTS,SEASHELLS,10005.0,3,0,68000
68100,AMETHYSTS,SEASHELLS,10002.0,1,0,68100
68200,STARFRUIT,SEASHELLS,4989.0,1,0,68200
68500,AMETHYSTS,SEASHELLS,10002.0,1,0,68500
68600,STARFRUIT,SEASHELLS,4985.0,1,0,68600
68900,AMETHYSTS,SEASHELLS,10002.0,1,0,68900
68900,STARFRUIT,SEASHELLS,4990.0,1,0,68900
69000,STARFRUIT,SEASHELLS,4984.0,9,0,69000
69300,STARFRUIT,SEASHELLS,4992.0,2,0,69300
69300,AMETHYSTS,SEASHELLS,10005.0,2,0,69300
69400,STARFRUIT,SEASHELLS,4991.0,1,0,69400
69600,STARFRUIT,SEASHELLS,4986.0,1,0,69600
69600,STARFRUIT,SEASHELLS,4986.0,8,0,69600
70400,STARFRUIT,SEASHELLS,4985.0,0,0,70400
70400,STARFRUIT,SEASHELLS,4985.0,1,0,70400
70400,STARFRUIT,SEASHELLS,4985.0,7,0,70400
70400,STARFRUIT,SEASHELLS,4985.0,1,0,70400
71400,STARFRUIT,SEASHELLS,4984.0,1,0,71400
71600,AMETHYSTS,SEASHELLS,9995.0,10,0,71600
72100,STARFRUIT,SEASHELLS,4988.0,9,0,72100
72600,STARFRUIT,SEASHELLS,4990.0,1,0,72600
73900,STARFRUIT,SEASHELLS,4982.0,1,0,73900
74100,AMETHYSTS,SEASHELLS,10002.0,1,0,74100
74400,STARFRUIT,SEASHELLS,4987.0,1,0,74400
74400,AMETHYSTS,SEASHELLS,10004.0,1,0,74400
74900,AMETHYSTS,SEASHELLS,10002.0,1,0,74900
75000,STARFRUIT,SEASHELLS,4981.0,9,0,75000
75000,STARFRUIT,SEASHELLS,4981.0,10,0,75000
75200,AMETHYSTS,SEASHELLS,9996.0,1,0,75200
75200,STARFRUIT,SEASHELLS,4982.0,1,0,75200
75500,STARFRUIT,SEASHELLS,4983.0,1,0,75500
76400,AMETHYSTS,SEASHELLS,10002.0,1,0,76400
76400,STARFRUIT,SEASHELLS,4984.0,1,0,76400
76400,STARFRUIT,SEASHELLS,4987.0,3,0,76400
77400,STARFRUIT,SEASHELLS,4987.0,6,0,77400
77700,AMETHYSTS,SEASHELLS,9998.0,5,0,77700
77800,STARFRUIT,SEASHELLS,4985.0,4,0,77800
77800,STARFRUIT,SEASHELLS,4985.0,1,0,77800
78000,AMETHYSTS,SEASHELLS,10002.0,2,0,78000
78100,STARFRUIT,SEASHELLS,4989.0,1,0,78100
78300,AMETHYSTS,SEASHELLS,9995.0,2,0,78300
78300,STARFRUIT,SEASHELLS,4985.0,2,0,78300
78800,STARFRUIT,SEASHELLS,4984.0,1,0,78800
79000,AMETHYSTS,SEASHELLS,10005.0,2,0,79000
79000,STARFRUIT,SEASHELLS,4989.0,1,0,79000
79000,AMETHYSTS,SEASHELLS,10004.0,1,0,79000
79500,AMETHYSTS,SEASHELLS,10002.0,1,0,79500
79800,STARFRUIT,SEASHELLS,4983.0,4,0,79800
80100,STARFRUIT,SEASHELLS,4986.0,1,0,80100
80300,AMETHYSTS,SEASHELLS,10002.0,1,0,80300
80500,STARFRUIT,SEASHELLS,4981.0,1,0,80500
80800,AMETHYSTS,SEASHELLS,10002.0,1,0,80800
81300,AMETHYSTS,SEASHELLS,9998.0,1,0,81300
81300,STARFRUIT,SEASHELLS,4986.0,1,0,81300
81700,AMETHYSTS,SEASHELLS,10002.0,1,0,81700
81800,STARFRUIT,SEASHELLS,4981.0,1,0,81800
81800,AMETHYSTS,SEASHELLS,9998.0,1,0,81800
81900,STARFRUIT,SEASHELLS,4984.0,4,0,81900
82100,STARFRUIT,SEASHELLS,4981.0,1,0,82100
82300,AMETHYSTS,SEASHELLS,10004.0,1,0,82300
82400,STARFRUIT,SEASHELLS,4983.0,4,0,82400
82600,STARFRUIT,SEASHELLS,4981.0,1,0,82600
83200,AMETHYSTS,SEASHELLS,9996.0,1,0,83200
83200,AMETHYSTS,SEASHELLS,9996.0,1,0,83200
83200,STARFRUIT,SEASHELLS,4982.0,2,0,83200
83300,STARFRUIT,SEASHELLS,4982.0,15,0,83300
83400,STARFRUIT,SEASHELLS,4987.0,3,0,83400
83700,AMETHYSTS,SEASHELLS,10004.0,1,0,83700
84000,STARFRUIT,SEASHELLS,4987.0,4,0,84000
84200,STARFRUIT,SEASHELLS,4987.0,1,0,84200
84600,STARFRUIT,SEASHELLS,4989.0,2,0,84600
84600,AMETHYSTS,SEASHELLS,10004.0,2,0,84600
84700,STARFRUIT,SEASHELLS,4988.0,1,0,84700
